id,search,music,iot,volume,weather,joke,conversational,alarm,open
12,"user: Assistant, what films are currently showing at the nearest cinema to me?
voice_assistant: Film A, Film B and Film C.
user: OK, what times is Film B shown today?
voice_assistant: It is on at 12:00, 14:00 and 19:00.
user: Thanks, can you take me to the cinema webpage so I can book a seat?
voice_assistant: Sure thing.","user: Assistant, can you shuffle my favourite songs on Spotify?
voice_assistant: Yep, playing now.
","user: Assistant, when I close the book on my phone, turn off the lights.
voice_assistant: Yep, can do.
","user: Assistant, if the music gets above  certain noise level , then tell me and turn it down to a lower level.
voice_assistant: Sure.
","user: What is the weather like for the next week in Italy? Especially the average temperature.
voice_assistant: Monday to Friday are all sunny with an average temperature of 28 degrees, and there is a 50% chance of rain on both Saturday and Sunday with an average temperature of 25 degrees.","user: Assistant, can you bring up some of the best trending videos on YouTube and play them on the TV?
voice_assistant: Yep sure thing.
user: Assistant, can you search for fun party games to play with friends?
voice_assistant: Yep, coming right up.
","user: Assistant, could you turn off all the lights completely?
voice_assistant: Sure.
user: Assistant, could you open a page with tips on how to sleep if you are struggling?
voice_assistant: Yep, can do.
","user: Assistant, can you set two alarms tommorow, one for 6:00 and one for 6:10.
user: Yep can do.
voice_assistant: Assistant, if I don't open my phone after 6:15, can you set another two alarms for 6:20 and 6:25.
user: Yep, just done that.","user: Assistant, can you show a map with the nearby supermarkets?
voice_assistant: I will display it on your phone.
user: Great, can you bring up directions to that Sainsburys?
voice_assistant: Yep.
"
13,"user: Neil can you please find the film times for the Odeon?
voice_assistant: Odeon Mansfield film times are as follows..........(lists films and times)
user: Can you tell me how long the film (.........) lasts?
voice_assistant: It lasts for 90 mins","Neil please play my 80's playlist
80's playlist now playing","user: Neil, please play soft music playlist 
voice_assistant: Soft music playlist now playing
user: Neil, can you turn the lights out for me in one hour 
voice_assistant: Lights will turn out at 10.30pm","user: Neil, please turn the volume down to 14 on my playlist
voice_assistant: Volume turned down to 14","user: Neil, what is the weather like in Italy for the next week?
voice_assistant: Whereabouts in Italy are you wanting to know the weather for?
user: In Rome please?
voice_assistant: The weather is going to be mainly sunny in Rome for the next week but a chance of rain on Thursday
","user: Neil, please tell us some funny stories
voice_assistant: What kind of funny stories would you like to hear?
user: We would like to hear funny stories about work
voice_assistant: Funny stories about work playing now
","user: Nei, please play my sleep playlist
voice_assistant: Do you want this to play at normal or low volume?
user: Low volume please
","user: Neil, please set an alarm for the morning
voice_assistant: What time would you want the alarm for?
user: 6am please
voice_assistant: A 6am alarm has been set. Would you like any snooze alarms setting?
user: Yes please. One at 6.05 am and 6.10am
That has been done. Can I help with anything else?
user: No thank you","user: Neil, please set me reminders to clean the house?
voice_assistant: Which rooms would you like reminders for on which days?
user: The kitchen every day please, the living room on Tuesday and Ffriday, the bathroom on Weds and Sunday and the bedrooms on Saturday
voice_assistant: Those reminders have been set for you.
user: Can you keep reminding me until I say the room has been done please
voice_assistant: I will keep reminding you. Would you like daily reminders
user: Can I have two hourly reminders please
voice_assistant: Those have been set for you
"
14,"user: What Times Are The Local Cinema Showing Thier Current Films
voice_assistant: The Times At The Local Cinema Are 16.30,18.00,20.30
user: Ok, What Is The Most Popular Film Being Shown
voice_assistant: F9 Is Currently The Most Watched Movie With A 30.000.000 Dollar Box Office Taking.
user: Set A Reminder To Book For Tickets Tomorrow At 18.00 Viewing.
voice_assistant: Reminder Set To Book Tickets For Tomorrow For Cinema.","user: Play Some Music While Am Cooking Dinner.
voice_assistant: What Type Of Music Shall I Play??
user: Something With A Fast Beat In It
voice_assistant: What Style Of Beat??
user: Play Drum And Base Type Beat.
voice_assistant: Playing Drum And Bass Type Beat Music.
","user: Set A Timer For Lights Out At 00.00
voice_assistant: would That Be 12.00 or 00.00??
user: No 00.00 Midnight.
voice_assistant: Set a Timer For 00.00 Midnight.","user: Volume Too Loud Reduce Volume
voice_assistant: What Setting Shall I Reduce Music To??
user: Turn Volume Down To 10
voice_assistant: Volume Reduced To 10.
voice_assistant: Would You Like Me To Monitor Volume During Each Song ??
user: Yes Please.","user: What Will The Weather Forecast For Italy In The Coming Week
voice_assistant: It Will Be Overcast with Occasional Showers Highs Of 19 to 21 Degrees
user: What Clothes Do You Suggest I Take ??
voice_assistant: It Would Be Best To Take Light Weight Clothing,A Coat In Case It Rains.","user: Find Some Funny Jokes Or Stories
voice_assistant: Would You Like Stand Up Comedy Type Jokes??
user: Yes Please,Also Some Classic Jokes.
voice_assistant: Searching For Classic Jokes
voice_assistant: From Which Era Do You Want Me To Play The Jokes ???
user: From The 80s To Present Please
voice_assistant: Playing Classic Jokes And Stories From The 80s to Present Day.","user: Play Chill out Music Or Natural Relaxing Music.
voice_assistant: Searching For Chill Out Music.
","user: Set An Alarm For 06.30 For Tomorrow 02.09.2020
voice_assistant: Set Alarm For 06.30 For Tomorrow 02.09.2020
user: Yes Please,Repeat The Alarm Until Manually Cancelled.
voice_assistant: Continue to repeat Alarm Until Manually Cancelled.
voice_assistant: Alarm Set For 06.30 For Tomorrow.","user: Search For Historical Battles Or Civil Unrest During The Last Century.
voice_assistant: Do You Want To Go To The The Previous Century Or Another Century??
user: No The Last Century The Twentieth Century. 
voice_assistant: Searching For Hisrorical Battles And Civil Unrest During The Twentieth Century.
voice_assistant: Do You Want Information On Most Famous Battles??
user: Yes Please.
"
15,"user: hey google, what time is tenet on at the closest cinemas?
voice_assistant: hey rami, this evening it is playing at the pictureshouse at 7pm and 9:30pm and the odeon at 8pm and 10:30 pm
user: thanks, can you book me 2 tickets for picturehouse at 7?
voice_assistant: sure thing, I found some centre seats, booking now, would you like to prebook snacks and drinks?
user: yes please!
voice_assistant: ok you'll have your favourite sweet and salty popcorn and 2 fantas delivered to your table.
user: perfect","user: Hi google, can you play me some music while I cook?
voice_assistant: Sure, what are you cooking?
user: I'm making quesadillas
voice_assistant: ok playing latino funk now
","voice_assistant: hey google, can you turn the lights off when I fall asleep?
voice_assistant: sure thing
","user: hey google, i am loving this music but worried the neighbours will get upset?
voice_assistant: hey rami, let me optimise the frequency of the speakers so we have the maximum volume indoors without decibels spilling over into the neighborus ear shot
user: that's great, I didn't even know you could do that.
","user: Hey google, I'm going to Italy this weekend, what's the weather like in Tuscany?
voice_assistant: Hi Rami, good morning, the forecast in Tuscany this weekend is clear and sunny, heights of 25 and lows of 16
user: Fantastic, what shall I pack for a 3 day trip?
voice_assistant: Pack a pair of shorts, 3 t-shirs, swimming trunks, 3 pairs of underwear and socks - and perhaps take a smart outfit in case you go out to dinner
user: Thanks Google!","user: hey google, tell us some funny stories
voice_assistant: why did the chicken cross the road?
user: why?
voice_assistant: to get to the egg!
user: ha.
","user: Hey google, I can't get to sleep.
voice_assistant: Hey Rami, that's annoying, would you like to listen to some music?
user: Yes that might help.
voice_assistant: Ok, playing soothing classical for you now.
","user: hey google, I have an important meeting at 9am, can you make sure I am out of the door by 8am?
voice_assistant: Hi Rami, yes of course. I will set the alarm and also the lights to come on at 7am, that should give you plenty of time. 
user: Thanks google, I'm worried about oversleeping.
voice_assistant: don't worry, I'll make sure you're up.","user: hey google, it's sarah's from works birthday on 22nd January, can you remind me to get her a gift?
voice_assistant: Hey rami, sure thing, let me put that in the calendar for you. We can put together a list of gift ideas, do you have anything in mind?
user: I am thinking to get her some theatre tickets, she said she wants to see book of mormon.
voice_assistant: Ok, let me see if I can find some available around that date.
user: Thanks!"
16,"user: Dotty what’s on at the movies 
voice_assistant: I’ll open the web page for you to check your local listings 
user: Thanks 
","user: Dotty I want to listen to some music on Spotify 
voice_assistant: Would you like me to play new releases ? 
user: No play my favourite playlist
voice_assistant: Playing now 
","user: Dotty, lights off in 30 minutes 
voice_assistant: Reminder set for 30 minutes","user: Dotty volume down by 5
Ok","user: Dotty what’s the weather like in Italy this week
voice_assistant: The weather is to be nice, opening weather app for you
user: Thanks
voice_assistant: I’d take a cardigan for the evenings 
","user: Dotty, find me something funny 
voice_assistant: There are many videos on YouTube, do you want me to play the highest trending ? 
user: Yes 
","user: Dotty, suggestions on how to get to sleep
voice_assistant: I’ve searched the web for suggestions on how to get to sleep, the most popular being ASMR
user: Play Asmr for sleep
voice_assistant: Playing through Spotify. 
","user: Dotty, set an alarm for 6 am and a reminder for meeting at 9 am 
voice_assistant: Alarm set for 6 am and a reminder for meeting at 9 am on (date) 
voice_assistant: Is there anything else I can help you with ? 
user: No","user: Dotty, reminder for hospital appointment at 3 pm tomorrow 
voice_assistant: Reminder set
user: Can you set and alarm for 9 am 
voice_assistant: Alarms and reminder set"
17,"user: What time is the Exterminator on at the Odeon?
At the Odeon in Oxford, the Exterminator is on at 1800 and 2100 today","user: Play me some music
voice_assistant: What genre?
user: Classical
voice_assistant: Which composer?
Mozart
voice_assistant: Playing Horn Concerto now
","user: When I snore, turn the lights off, or in 30 minutes if sooner
OK. I will turn the lights off when I hear snoring or in 30 minutes if sooner","voice_assistant: That music is rather loud for this time of might
user: Turn it down for me
voice_assistant: OK.  Reduced by 10 decibels","user: I am going to Barcelona for two days.  What should I pack?
voice_assistant: I suggest swimming trunks and a face mask.
user: Anything else?
Coat, Passport.  All the usual stuff
","user: Tell me a joke
voice_assistant: Why did the hedgehog cross the road?
user: I don't know
voice_assistant: To get to the other side
","user: I cannot get to sleep
voice_assistant: Shall I play some music
user: Yesy
voice_assistant: What music would you like?
user: Handel's Water Music
voice_assistant: how long for
user: 30 minutes","user: Set my alarm for 7:00 a.m.
voice_assistant: OK Your alarm is set for 7:00 tomorrow
user: Please conform the time of the alarm
Your alarm is set for 7:00 tomorrow","user: Make a shopping list for me
voice_assistant: OK.  What shall I add
user: Coffee, Milk, peas
voice_assistant: What about Kitchen roll?
user: Yes
voice_assistant: What about cat food?
user: No
voice_assistant: Are you done?
user: Yes
"
18,"user: alexa what times batman on in the odean in liverpool one
voice_assistant: batman is on at 1 / 3 / 5 /7","user: alexa play some music to cook to
voice_assistant: i have found some music to cook to
","user: alexa turn the lights off in a hour
ok turn light off in a hour starting now
","user: alexa turn the music down to 6
voice_assistant: ok","user: alexa what the weather in italy
voice_assistant: the weather is ?
user: alexa whats the best type of clothers to wear
voice_assistant: best to wear is shorts and t shirt
","user: alexa tell some jokes
voice_assistant: ok heres a joke 
user: alexa make fart noises
voice_assistant: here is a wet fart
","user: alexa play music that will help me shep
voice_assistant: here is some music that will help you sleep
","user: alexa set me a alarm for 8am
voice_assistant: 8 sm slsrm dtsrting not
user: alexa good night 
voice_assistant: good might","user: Alexa lets play a game
voice_assistant: qould you like to play the guessing game
user: yes
voice_assistant: are you an person
user: yes
voice_assistant: are you a boy
user: yes
voice_assistant: are you on tv
"
19,"user: Can you tell me what's showing this afternoon at the Vue cinema Stratford?
voice_assistant: 2.10pm Bugsy Malone, 3.40 Guess who's coming to dinner, 4.15Goldeneye, 5.40 Da 5 Bloods","user: Can you play the  Summer  playlist please?
voice_assistant: Sure
","user: Once I'm asleep please could you turn off the lights?
voice_assistant: Sure
","user: Can you turn the volume down to 5 and don't let it go past 6
voice_assistant: ok","user: What's the weather like in Noto
voice_assistant: It's 32 degrees and sunny
user: Is it going to be like that for the whole week?
voice_assistant: No. On Tuesday there's a thunderstorm forecast for most of the day and on Saturday it's going to rain
user: Will it still be warm though?
voice_assistant: Yes, the lowest temp during the day is 29
user: What about at night?
voice_assistant: The minimum temperature at night is 22","user: I need a joke, do you have any?
voice_assistant: Sure....
","user: I can't sleep
voice_assistant: Have you tried counting sheep
user: Yes it doesn't work
voice_assistant: What about counting backwards from 100
user: I haven't tried that
voice_assistant: I'll help you
voice_assistant: 99
voice_assistant: 98
voice_assistant: 97
voice_assistant: 96","user: Please can you wake me up at 7am?
voice_assistant: Sure
user: And can you set another alarm for 7.15am in case I don't hear the first one
voice_assistant: Of course","user: I'm going to bed now. Please make sure all the lights are switched off in every room except my bedroom
voice_assistant: ok
"
20,"user: Can you tell me what times movies start at the local cinema?
voice_assistant: Sure, mvoie 1 starts on the hour every hour. It is a comedy with Jennifer Anniston
user: Hmm, no I don't like her as an actress.
voice_assistant: She is very talented. 
user: Is there a thriller showing?
voice_assistant: Yes, movie 3 is a thriller and is only playing at 8pm. 
user: What is the general plot?
voice_assistant: It is a spy thriller set in Italy post covid
user: Ooh sounds intriguing, can you book me two tickets for 8pm?
voice_assistant: Certainly.....two tickets confirmed for tonight 8pm. Check your email.","user: While dinner is cooking I like to listen to some music as it is too quiet
voice_assistant: ok What genre do you want?
user: Rock
voice_assistant: FInding your favourite Guns and Roses tracks
user: Looking forward to it thanks
voice_assistant: PLaying rock music
","user: I will be reading for an hour, can yu please turn off the lights when I have finished
voice_assistant: Certainly, enjoy your book
user: Great good night
voice_assistant: Good night and sleep well
","user: The neighbours complained about my music
voice_assistant: That is their issue not yours
user: Ok thank you. Let's keep the volume the same for another half hour
voice_assistant: Sure no problem
user: OK so the neighbours complained again, what should I do about the music?
voice_assistant: You could turn it down a little.
user: Fine. Turn music volume to 7
voice_assistant: Turning music volume to 7
user: Thanks
voice_assistant: Your welcome","user: I have a trip to Venice soon what clothes should I pack?
voice_assistant: Italy is generally a little warmer this time of year so I suggest taking more summer clothes
user: WIll I need a coat?
voice_assistant: No a heavy coat but maybe a light rain jacket in case of drizzle?
user: What is the weather forecast for 2 weeks' time?
voice_assistant: Sunny and 25 degrees with some cloud, so you should have good weather for your trip
user: Thanks, I cannot wait to go. Grazie
voice_assistant: Prego","user: We need some help with the entertainment
voice_assistant: Of course, how can I assist you tonight?
user: We love to listen to hilarious stories but cannot think of any more, can you find some for me?
voice_assistant: No problem. What kind of theme do you like?
user: Er, well, let's start by finding some family friendly stories so no one is offended easily, then we can change it up
voice_assistant: OK, finding family friendly stories.......starting now....
user: Thanks 
","user: i cannot sleep, do you have any useful recommendations?
voice_assistant: Try a warm glass of milk
user: I have but I still cannot sleep
voice_assistant: Some gentle exercise can help
user: I am comfortable now and do not want to get out of bed.
voice_assistant: May I suggest listening to some classical music?
user: Ok that sounds good. Find some classical music to send me to sleep
voice_assistant: Playing some Beethoven
","voice_assistant: Can I remind you you have an important meeting tomorrow at 10am
user: Oh yes, I nearly forgot. Can you set the alarm for 8am please?
voice_assistant: Maybe I should set it for 7.30am just in case and to give you more time
user: Oh yes that is a great suggestion thanks
voice_assistant: Alarm set. Sleep well","user: It's my birthday on Saturday and I would like to plan a party
voice_assistant: How can I help?
user: I need you to find me some exoti recipes I can make and serve
voice_assistant: What about a Thai menu?
user: Not too keen on that
voice_assistant: Cajun menu is always popular
user: Oh yes that sounds fun. Find me an authentic recipe menu I can use
voice_assistant: What about the invitation? How many people do you want to invite?
user: Select 20 of my closest friends from my contacts list and email then a luxury e-vite
voice_assistant: No problem. Invitations sent"
21,"user: Betty, what times will Titanic be showing at my nearest cinema today?
voice_assistant: Titanic is showing today at Madeup Cinema at 13.00, 16.00 and 20.00. Would you like to book tickets?
user: Hi Betty, not just now.","user: hey Betty, can you play music?
voice_assistant: yes. what type of music would you like?
user: Betty please play Adele 21
voice_assistant: Now playing the album 21 by Adele","user: Betty, please turn off lights in one hour
voice_assistant: lights set to turn off in one hour
","user: Betty, please turn down music.
voice_assistant: Turning down music. Are you happy with that sound level?
user: Betty, please turn music down a little bit further.
voice_assistant: Turning down music. Are you happy with that sound level?
user: Betty, yes.
","user: Betty, weather forecast for Italy for the next two days.
voice_assistant: Tomorrow the weather forecast is dry and sunny, high of 20 degrees and low of 14 degrees. The following day the weather forecast is dry and sunny, high of 21 degrees and low of 15 degrees.
user: Betty, how likely is rain?
voice_assistant: Tomorrow there is a 5% chance of rain, and the following day a 2% chance of rain.
user: Betty, thanks.","user: Betty, entertain us.
voice_assistant: What type of entertainment do you like?
user: Betty, Tell us funny jokes.
voice_assistant: I invented a new word: Plagiarism! Why do we tell actors to “break a leg?” Because every play has a cast. Why don’t scientists trust atoms? Because they make up everything. Would you like to continue hearing jokes?
user: No, please stop jokes Betty. 
","user: Betty, I can't sleep.
voice_assistant: Sorry to hear you can't sleep. Would you like me to play relaxing sounds?
user: Betty, yes please. 
voice_assistant: How long would you like me to play relaxing sounds?
user: Betty, half an hour. 
voice_assistant: Now playing relaxing sounds for thirty minutes. 
","user: Betty, set alarm for 7am. Ask me to confirm I'm up at 7.05. If no response replay alarm.
voice_assistant: Alarm set for 7am. Reminder at 7.05am and repeat alarm if no response. Is that correct?
user: Betty, yes correct.","user: Betty, set oven to 180 degrees. 
voice_assistant: Oven set to 180 degrees.
user: Betty, please let me know when oven is heated.
voice_assistant: I will let you know when oven is heated. 
voice_assistant: Oven is now at 180 degrees."
